P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
3,2,3,1,3,8.18081,13.85,2.15,1.39,2.99,2.54,0.99492,0.83681,2.15146,265.1227,273.26694,279.12065,288.36107,288.93632,297.41513,19.3,-18.22922,4.09,59.88,0.27,0.25,0.26,89.86231,0.0,0.64,0.62,4017,0.0898,0.03,1.0,15.0,326.0,19.6869,42.4753,-26.78228,1.2639,1,2,0.243,0.614,-0.7782,-0.13,1.24,0.4,0.69767,0,1
3,2,3,2,3,7.13244,8.3,1.89,1.22,2.32,2.09,1.28866,0.94591,1.05084,262.4673,258.00142,267.70834,285.42837,307.23961,288.54083,10.2,-18.18519,3.6,17.38,0.103,0.11,0.1,89.88538,11.5,0.43,0.34,3371,0.01302,-0.1454,3.89778,10.9,11.69,4.8972,-17.7734,-26.61351,1.745,2,2,0.093,0.244,-0.84324,-0.14,0.74,0.46,0.80859,0,1
3,2,3,2,3,7.65472,6.56,1.78,1.16,2.07,1.92,0.79732,1.17514,0.97349,258.63879,248.22543,264.24203,274.94957,304.76276,335.07655,7.6,-18.2782,3.38,60.87,0.2595,0.0,0.26,89.94042,0.0,0.63,0.6,4092,0.09056,-0.1454,4.07,15.8,367.0,19.3673,38.7435,-26.88162,1.232,1,3,0.244,0.614,-0.76892,-0.14,0.51,0.49,0.89001,0,1
3,4,3,2,3,7.32631,3.8,1.54,1.05,1.61,1.57,1.37175,0.88596,1.96396,256.96516,240.28377,307.31077,306.0922,299.81131,347.53671,4.0,-18.81264,2.92,28.14,0.125,0.02,0.12,89.81896,292.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.99896,1.4848,6,2,0.096,0.251,-0.44157,-0.15,0.21,0.6,0.82058,0,1
3,2,3,2,3,9.20752,7.04,1.81,1.18,2.14,1.97,1.07476,1.21146,1.22805,229.40293,232.33812,264.39878,295.56202,278.42801,306.92939,8.3,-17.60456,3.45,92.74,0.341,0.0,0.34,89.80332,0.0,0.62,0.57,4351,0.10447,-0.26,3.89778,12.37083,534.0,19.5742,47.839,-26.88053,0.8908,2,2,0.26,0.646,-0.72193,-0.14,0.69,0.52,0.7384,0,1
3,2,3,2,3,5.85303,6.4,1.77,1.16,2.04,1.9,0.89808,1.0346,2.50924,263.48418,250.9671,276.64312,301.94081,303.38628,361.025,7.4,-17.77084,3.36,24.33,0.129,0.09,0.13,89.82175,234.9,0.43,0.34,3371,0.01302,-0.1454,3.89778,10.9,11.69,4.8972,-17.7734,-26.75813,1.3905,2,1,0.093,0.244,-0.5867,-0.14,0.64,0.54,0.76231,0,1
3,2,3,1,3,5.36465,19.53,2.33,1.54,3.6,2.9,0.69951,1.29913,1.34471,237.47698,243.58989,250.22089,309.67559,299.33751,303.05286,30.2,-18.132,4.43,177.67,0.495,0.11,0.49,89.81471,0.0,0.74,0.7,4723,0.217,-0.01,3.2,6.8,779.0,19.2407,49.9686,-26.87483,0.7552,1,2,0.369,0.903,-0.75537,-0.12,1.83,0.34,0.89971,0,1
3,2,3,2,3,8.54142,6.4,1.77,1.16,2.04,1.9,1.19911,0.8685,2.05076,229.98117,277.10501,294.2508,282.31599,309.25905,305.34004,7.4,-17.47861,3.36,24.33,0.129,0.09,0.13,89.80997,234.9,0.43,0.34,3371,0.01302,-0.1454,3.89778,10.9,11.69,4.8972,-17.7734,-27.06369,1.3905,2,1,0.093,0.244,-0.88472,-0.14,0.64,0.54,0.74957,0,1
3,2,3,1,3,5.42699,16.46,2.24,1.46,3.28,2.71,0.97145,0.7047,1.14747,261.55097,238.5157,243.47402,291.45238,317.17237,352.36063,24.1,-19.10613,4.26,32.94,0.1491,0.0,0.15,89.90403,0.0,0.41,0.39,3503,0.02055,0.09,3.89778,13.5,34.0,11.504,7.5884,-26.97114,1.394,1,2,0.117,0.304,-0.64512,-0.12,1.59,0.37,0.6866,0,1
3,2,3,2,3,9.31215,6.4,1.77,1.16,2.04,1.9,1.00896,1.15368,1.14089,228.28423,272.08705,281.22347,315.8261,283.46008,312.49275,7.4,-19.29027,3.36,24.33,0.129,0.09,0.13,89.82369,234.9,0.43,0.34,3371,0.01302,-0.1454,3.89778,10.9,11.69,4.8972,-17.7734,-26.73451,1.3905,2,2,0.093,0.244,-0.46654,-0.14,0.64,0.54,0.71355,0,1
3,2,3,2,3,6.89023,4.72,1.63,1.09,1.77,1.7,0.91253,0.72123,0.768,248.97172,255.23297,290.11601,280.68262,315.95294,344.40565,5.1,-18.99388,3.1,384.84,1.046,0.0,1.05,89.95063,0.0,1.04,1.11,5757,1.21428,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.87538,0.5655,1,1,0.828,1.952,-0.54697,-0.15,0.3,0.59,0.7407,0,1
3,2,3,1,3,7.50801,20.36,2.35,1.57,3.68,2.94,0.68466,1.20035,0.93299,236.26772,261.85782,249.5389,300.01296,300.69492,314.96062,31.9,-17.6121,4.47,289.86,0.849,0.0,0.85,89.85967,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-27.12106,0.6145,1,4,0.68,1.615,-0.69281,-0.12,1.79,0.34,0.875,0,1
3,2,3,1,3,9.01284,9.9,1.98,1.28,2.53,2.24,1.06996,1.46869,1.21116,274.98231,258.13284,262.03055,298.7852,304.60186,349.39464,12.6,-19.32188,3.76,26.16,0.119,0.05,0.12,89.80409,246.4,0.35,0.3,3323,0.00962,-0.1454,3.89778,11.5,12.67,11.2667,-56.4523,-26.84646,1.3345,1,2,0.08,0.21,-0.93081,-0.13,1.11,0.46,0.75292,0,1
3,4,3,2,3,4.62143,3.8,1.54,1.05,1.61,1.57,0.73095,1.28475,1.39302,227.75622,235.30872,270.95964,295.91155,286.41461,282.85729,4.0,-17.57625,2.92,28.14,0.125,0.02,0.12,89.96134,292.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.89405,1.4848,6,1,0.096,0.251,-0.57942,-0.15,0.21,0.6,0.8037,0,1
3,2,3,1,3,5.6761,26.25,2.49,1.71,4.25,3.25,0.67897,0.83321,1.37621,249.53097,269.74318,256.23217,288.79719,304.32511,302.92745,44.8,-17.37286,4.73,125.41,0.4434,0.0,0.44,89.91591,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.58839,0.8293,1,2,0.34,0.839,-0.53942,-0.11,2.25,0.3,0.82854,0,1
3,4,3,2,3,8.38442,4.29,1.59,1.07,1.7,1.64,0.85602,1.09396,1.88969,266.22185,249.11088,243.61884,277.0506,286.6392,299.61635,4.6,-18.36897,3.02,168.12,0.552,0.05,0.55,89.97113,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.82222,0.7665,5,3,0.522,1.246,-0.57642,-0.15,0.16,0.51,0.82729,0,1
3,4,3,2,3,3.8162,1.27,1.12,0.9,1.01,1.06,1.17685,0.85624,2.08074,260.39967,269.22319,307.14345,295.33174,301.47334,350.79649,1.1,-17.48791,2.13,35.23,0.166,0.03,0.17,89.83372,0.0,0.54,0.46,3748,0.03795,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.03497,1.4871,1,2,0.159,0.407,-0.50849,-0.17,-0.49,0.48,0.84241,0,1
3,2,3,1,3,7.49249,16.81,2.25,1.47,3.32,2.73,1.28787,0.80999,1.30196,271.74472,276.40923,302.29165,305.23861,322.19984,332.03115,24.8,-17.05488,4.28,198.68,0.6335,0.0,0.63,89.87191,0.0,0.86,0.82,5321,0.4836,-0.1454,4.37,15.0,702.0,19.7109,44.5258,-26.96451,0.6898,1,2,0.536,1.28,-0.6891,-0.12,1.5,0.37,0.76411,0,1
3,2,3,1,3,5.49921,19.53,2.33,1.54,3.6,2.9,1.25728,1.23607,1.40364,241.03435,268.52004,237.71319,288.01295,306.0196,319.08805,30.2,-18.16625,4.43,177.67,0.495,0.11,0.49,89.81326,0.0,0.74,0.7,4723,0.217,-0.01,3.2,6.8,779.0,19.2407,49.9686,-27.04337,0.7552,1,2,0.369,0.903,-0.51565,-0.12,1.83,0.34,0.75777,0,1
3,2,3,2,3,7.21264,7.92,1.87,1.21,2.26,2.06,0.806,0.80674,1.88281,250.38956,254.18012,327.13359,307.56633,283.81173,285.78104,9.6,-18.27763,3.56,259.34,0.7877,0.0,0.79,89.98354,0.0,0.97,0.95,5710,0.86076,-0.1454,4.37,14.8,879.0,19.6988,48.5244,-26.9496,0.6427,1,3,0.699,1.65,-0.79995,-0.14,0.66,0.49,0.7873,0,1
3,2,3,1,3,4.86769,26.25,2.49,1.71,4.25,3.25,1.0234,1.08153,1.564,242.80319,272.66723,296.84042,319.4462,282.41317,314.0944,44.8,-18.0774,4.73,125.41,0.4434,0.0,0.44,89.82014,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-27.04069,0.8293,1,2,0.34,0.839,-0.94339,-0.11,2.25,0.3,0.78532,0,1
3,2,3,2,3,5.08536,8.3,1.89,1.22,2.32,2.09,0.78348,1.2924,1.44874,233.76633,247.27421,244.29228,316.72088,296.00866,337.96674,10.2,-19.04989,3.6,17.38,0.103,0.11,0.1,89.89061,11.5,0.43,0.34,3371,0.01302,-0.1454,3.89778,10.9,11.69,4.8972,-17.7734,-27.04035,1.745,2,2,0.093,0.244,-0.4861,-0.14,0.74,0.46,0.79358,0,1
3,6,3,2,3,7.66712,0.41,0.77,0.89,0.69,0.73,0.71349,1.24701,1.67288,257.38305,248.1,290.36455,304.70745,294.75695,358.41364,0.4,-19.44023,1.47,4.05,0.0214,0.07,0.02,89.84307,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-27.09292,2.9156,7,2,0.019,0.051,-0.62463,-0.28,-0.86,0.45,0.71897,0,1
3,2,3,1,3,8.30567,16.46,2.24,1.46,3.28,2.71,1.40538,0.80777,1.09345,259.34508,276.18615,279.39805,274.93982,312.93931,342.74613,24.1,-17.32268,4.26,32.94,0.1491,0.0,0.15,89.80086,0.0,0.41,0.39,3503,0.02055,0.09,3.89778,13.5,34.0,11.504,7.5884,-27.19795,1.394,1,3,0.117,0.304,-0.67318,-0.12,1.59,0.37,0.87899,0,1
3,2,3,2,3,8.10896,4.72,1.63,1.09,1.77,1.7,0.71927,0.90023,1.10125,243.28264,243.96459,240.09712,306.03953,314.37753,351.30902,5.1,-18.77623,3.1,384.84,1.046,0.0,1.05,89.92728,0.0,1.04,1.11,5757,1.21428,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.68873,0.5655,1,3,0.828,1.952,-0.58189,-0.15,0.3,0.59,0.78914,0,1
3,4,3,2,3,4.68134,1.27,1.12,0.9,1.01,1.06,1.17296,1.19392,1.85683,251.23994,272.08967,315.12133,304.80476,285.76613,352.32671,1.1,-17.46608,2.13,35.23,0.166,0.03,0.17,89.89131,0.0,0.54,0.46,3748,0.03795,0.16,4.4,9.6,145.0,18.7764,41.9511,-26.60886,1.4871,1,4,0.159,0.407,-0.64648,-0.17,-0.49,0.48,0.85573,0,1
3,2,3,2,3,7.68022,4.54,1.61,1.08,1.74,1.68,0.79041,1.30499,2.14913,272.60292,240.09725,266.02049,283.64912,293.73508,308.45438,4.9,-19.34077,3.07,122.39,0.427,0.0,0.43,89.90865,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.88331,0.7863,5,2,0.353,0.857,-0.43222,-0.15,0.28,0.56,0.76553,0,1
3,2,3,2,3,4.30016,4.72,1.63,1.09,1.77,1.7,0.91292,1.45251,1.05117,256.91236,236.75635,249.04728,309.74927,278.54274,315.3738,5.1,-18.14623,3.1,384.84,1.046,0.0,1.05,89.93648,0.0,1.04,1.11,5757,1.21428,0.21,6.0,13.4,430.0,19.7336,44.2776,-27.15879,0.5655,1,2,0.828,1.952,-0.98464,-0.15,0.3,0.59,0.83883,0,1
3,2,3,1,3,9.4219,9.9,1.98,1.28,2.53,2.24,0.71083,1.44312,1.47796,274.39342,254.35692,292.79205,311.33941,300.10073,370.24537,12.6,-19.09049,3.76,26.16,0.119,0.05,0.12,89.90737,246.4,0.35,0.3,3323,0.00962,-0.1454,3.89778,11.5,12.67,11.2667,-56.4523,-26.64292,1.3345,1,2,0.08,0.21,-0.84374,-0.13,1.11,0.46,0.7692,0,1
3,4,3,2,3,5.34965,1.27,1.12,0.9,1.01,1.06,0.94462,0.70882,1.28457,260.62068,257.85787,246.43868,274.01002,302.22888,334.7516,1.1,-17.64927,2.13,35.23,0.166,0.03,0.17,89.91502,0.0,0.54,0.46,3748,0.03795,0.16,4.4,9.6,145.0,18.7764,41.9511,-26.46289,1.4871,1,3,0.159,0.407,-0.78884,-0.17,-0.49,0.48,0.73767,0,1
3,2,3,1,3,5.61157,20.36,2.35,1.57,3.68,2.94,0.7748,1.08615,0.98913,243.72522,249.2043,255.29954,291.90149,293.67756,339.04538,31.9,-17.69918,4.47,289.86,0.849,0.0,0.85,89.90832,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.92971,0.6145,1,2,0.68,1.615,-0.55732,-0.12,1.79,0.34,0.7584,0,1
3,4,3,2,3,7.23175,4.29,1.59,1.07,1.7,1.64,0.95012,1.35236,1.45705,259.59012,237.63135,268.85173,292.08736,318.02916,300.4678,4.6,-17.59921,3.02,168.12,0.552,0.05,0.55,89.96839,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.53377,0.7665,5,1,0.522,1.246,-0.96074,-0.15,0.16,0.51,0.72874,0,1
3,4,3,2,3,7.27227,3.32,1.48,1.03,1.52,1.5,0.89436,0.73315,1.5335,261.2843,244.75164,245.16804,273.55268,287.91394,329.05682,3.4,-18.97015,2.81,34.14,0.149,0.1,0.15,89.90106,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-26.78409,1.5455,5,2,0.134,0.347,-0.5905,-0.16,0.04,0.53,0.68532,0,1
3,2,3,2,3,4.47527,7.04,1.81,1.18,2.14,1.97,0.78889,0.72616,0.93344,267.90392,278.10024,251.4322,318.87793,286.27139,296.07216,8.3,-18.57092,3.45,92.74,0.341,0.0,0.34,89.97947,0.0,0.62,0.57,4351,0.10447,-0.26,3.89778,12.37083,534.0,19.5742,47.839,-27.13421,0.8908,2,1,0.26,0.646,-0.65809,-0.14,0.69,0.52,0.84568,0,1
3,2,3,2,3,8.80412,7.92,1.87,1.21,2.26,2.06,1.45909,1.0985,1.0987,245.05201,247.1795,277.07636,284.47075,279.7774,298.0436,9.6,-18.20692,3.56,259.34,0.7877,0.0,0.79,89.90179,0.0,0.97,0.95,5710,0.86076,-0.1454,4.37,14.8,879.0,19.6988,48.5244,-26.66944,0.6427,1,3,0.699,1.65,-0.53189,-0.14,0.66,0.49,0.78957,0,1
3,2,3,1,3,5.36956,26.25,2.49,1.71,4.25,3.25,1.11035,1.32543,2.39206,266.76746,266.90059,262.82611,304.08167,291.43946,328.13012,44.8,-18.39527,4.73,125.41,0.4434,0.0,0.44,89.83758,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-27.16266,0.8293,1,2,0.34,0.839,-0.71064,-0.11,2.25,0.3,0.85584,0,1
3,2,3,1,3,9.0497,26.81,2.5,1.72,4.3,3.28,0.82229,1.27203,2.34381,241.80889,261.01223,294.83309,313.12747,309.94166,316.1866,46.1,-18.93857,4.75,77.47,0.305,0.0,0.3,89.90821,0.0,0.65,0.58,4465,0.11996,-0.121,3.89778,12.37083,474.0,18.8693,48.8254,-27.12633,1.0134,3,1,0.277,0.686,-0.67015,-0.11,2.11,0.3,0.76242,0,1
3,2,3,1,3,9.70018,16.46,2.24,1.46,3.28,2.71,0.91878,0.87819,2.31362,246.74208,245.00347,318.00495,288.24393,311.34542,293.37515,24.1,-19.36405,4.26,32.94,0.1491,0.0,0.15,89.85524,0.0,0.41,0.39,3503,0.02055,0.09,3.89778,13.5,34.0,11.504,7.5884,-26.64645,1.394,1,3,0.117,0.304,-0.7308,-0.12,1.59,0.37,0.76695,0,1
3,4,3,2,3,6.79802,2.73,1.4,0.99,1.39,1.4,1.11633,0.9649,1.97757,263.16283,267.06137,309.88905,275.57845,320.4428,318.36929,2.7,-17.28439,2.66,24.17,0.1212,0.0,0.12,89.97614,0.0,0.41,0.4,3497,0.02147,-0.1454,3.89778,15.3,55.52,22.3081,-9.6124,-26.59742,1.7588,4,3,0.12,0.311,-0.96296,-0.16,-0.12,0.5,0.76153,0,1
3,2,3,1,3,8.91605,26.81,2.5,1.72,4.3,3.28,0.84722,1.31298,0.91768,252.38052,265.55173,266.42756,308.72394,319.27813,347.82472,46.1,-18.60883,4.75,77.47,0.305,0.0,0.3,89.85676,0.0,0.65,0.58,4465,0.11996,-0.121,3.89778,12.37083,474.0,18.8693,48.8254,-26.78551,1.0134,3,2,0.277,0.686,-0.88182,-0.11,2.11,0.3,0.76187,0,1
3,2,3,1,3,7.33907,20.36,2.35,1.57,3.68,2.94,1.00612,1.4105,2.12547,268.58206,244.48824,297.5274,298.31703,292.52405,292.03233,31.9,-18.52474,4.47,289.86,0.849,0.0,0.85,89.84929,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.7798,0.6145,1,2,0.68,1.615,-0.56284,-0.12,1.79,0.34,0.74225,0,1
3,2,3,1,3,9.32653,26.25,2.49,1.71,4.25,3.25,1.11917,0.92415,2.1301,252.39395,268.01373,282.73017,288.14246,319.704,301.37529,44.8,-17.47456,4.73,125.41,0.4434,0.0,0.44,89.98216,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.37982,0.8293,1,2,0.34,0.839,-0.59419,-0.11,2.25,0.3,0.74068,0,1
3,2,3,2,3,8.27395,4.54,1.61,1.08,1.74,1.68,0.98975,1.12729,1.5363,255.08072,264.29462,249.28743,299.47563,300.75704,361.74116,4.9,-19.04372,3.07,122.39,0.427,0.0,0.43,89.97223,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.87121,0.7863,5,2,0.353,0.857,-0.71585,-0.15,0.28,0.56,0.82538,0,1
3,2,3,1,3,6.54497,16.81,2.25,1.47,3.32,2.73,0.92352,1.08949,1.39768,237.41421,256.77819,239.0448,292.18316,299.96843,316.82934,24.8,-18.93519,4.28,198.68,0.6335,0.0,0.63,89.89123,0.0,0.86,0.82,5321,0.4836,-0.1454,4.37,15.0,702.0,19.7109,44.5258,-26.4863,0.6898,1,2,0.536,1.28,-0.81482,-0.12,1.5,0.37,0.71775,0,1
3,2,3,2,3,5.44396,5.4,1.69,1.12,1.89,1.79,1.33604,1.11576,2.04865,256.42361,274.89971,286.79308,305.28257,320.37706,362.26339,6.0,-18.48618,3.21,35.68,0.163,0.18,0.16,89.89231,10.0,0.45,0.45,3472,0.02604,-0.3,3.89778,8.7,4.95,21.6444,-49.009,-26.97393,1.4853,2,2,0.132,0.343,-0.95109,-0.15,0.43,0.54,0.87464,1,1
3,2,3,1,3,6.74271,13.85,2.15,1.39,2.99,2.54,0.93407,0.9487,1.60197,266.94455,256.20004,269.95241,310.72972,278.21963,347.80465,19.3,-18.87602,4.09,59.88,0.27,0.25,0.26,89.89473,0.0,0.64,0.62,4017,0.0898,0.03,1.0,15.0,326.0,19.6869,42.4753,-26.85002,1.2639,1,2,0.243,0.614,-0.59538,-0.13,1.24,0.4,0.68609,0,1
3,4,3,2,3,5.83724,2.73,1.4,0.99,1.39,1.4,0.64438,1.22426,1.97111,248.16394,255.63412,272.75013,314.48792,309.93893,335.98038,2.7,-19.44873,2.66,24.17,0.1212,0.0,0.12,89.84948,0.0,0.41,0.4,3497,0.02147,-0.1454,3.89778,15.3,55.52,22.3081,-9.6124,-26.9404,1.7588,4,1,0.12,0.311,-0.45455,-0.16,-0.12,0.5,0.87727,0,1
3,2,3,2,3,8.38629,7.92,1.87,1.21,2.26,2.06,1.21614,0.7315,0.86848,229.28382,237.44458,245.11096,299.86947,299.93868,323.31113,9.6,-17.32678,3.56,259.34,0.7877,0.0,0.79,89.94778,0.0,0.97,0.95,5710,0.86076,-0.1454,4.37,14.8,879.0,19.6988,48.5244,-26.94447,0.6427,1,1,0.699,1.65,-0.67518,-0.14,0.66,0.49,0.89476,0,1
3,4,3,2,3,5.4385,3.8,1.54,1.05,1.61,1.57,0.97988,1.07256,0.76568,238.21325,234.01643,252.10979,307.26332,286.39636,295.52773,4.0,-17.13175,2.92,28.14,0.125,0.02,0.12,89.80493,292.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.45443,1.4848,6,3,0.096,0.251,-0.82977,-0.15,0.21,0.6,0.74486,0,1
3,2,3,2,3,5.38046,6.4,1.77,1.16,2.04,1.9,1.13694,1.27597,1.54407,242.16469,237.7636,240.96613,301.2392,302.66744,284.73916,7.4,-18.61519,3.36,24.33,0.129,0.09,0.13,89.89241,234.9,0.43,0.34,3371,0.01302,-0.1454,3.89778,10.9,11.69,4.8972,-17.7734,-26.52841,1.3905,2,2,0.093,0.244,-0.80913,-0.14,0.64,0.54,0.74972,0,1
3,2,3,1,3,4.99782,9.9,1.98,1.28,2.53,2.24,1.04498,0.84523,1.84906,243.46909,262.68549,270.74297,291.18267,291.6863,303.23958,12.6,-19.3562,3.76,26.16,0.119,0.05,0.12,89.82556,246.4,0.35,0.3,3323,0.00962,-0.1454,3.89778,11.5,12.67,11.2667,-56.4523,-26.44898,1.3345,1,1,0.08,0.21,-0.66422,-0.13,1.11,0.46,0.77283,0,1
3,2,3,2,3,6.04332,4.72,1.63,1.09,1.77,1.7,1.25215,1.31168,0.81499,250.73118,269.27328,282.85416,297.58633,317.29844,300.12973,5.1,-19.26641,3.1,384.84,1.046,0.0,1.05,89.85156,0.0,1.04,1.11,5757,1.21428,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.68348,0.5655,1,2,0.828,1.952,-0.87069,-0.15,0.3,0.59,0.78991,0,1
3,6,3,2,3,9.23181,0.41,0.77,0.89,0.69,0.73,0.90954,1.50527,1.45031,255.19241,275.58706,289.63699,290.75173,300.98651,306.65922,0.4,-17.68571,1.47,4.05,0.0214,0.07,0.02,89.99505,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.65248,2.9156,7,3,0.019,0.051,-0.51985,-0.28,-0.86,0.45,0.89975,0,1
3,2,3,2,3,5.48815,4.54,1.61,1.08,1.74,1.68,1.10266,0.76701,1.45352,271.85007,266.76968,302.67173,293.88337,298.1191,308.39223,4.9,-17.36817,3.07,122.39,0.427,0.0,0.43,89.81962,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-27.05772,0.7863,5,1,0.353,0.857,-0.64317,-0.15,0.28,0.56,0.73091,0,1
3,4,3,2,3,9.25121,3.8,1.54,1.05,1.61,1.57,0.95309,1.30859,1.66831,246.89533,244.54407,300.23371,278.29897,297.26416,343.12412,4.0,-19.05457,2.92,28.14,0.125,0.02,0.12,89.96328,292.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.7768,1.4848,6,2,0.096,0.251,-0.66824,-0.15,0.21,0.6,0.76107,0,1
3,2,3,1,3,4.04623,19.53,2.33,1.54,3.6,2.9,0.78358,1.27216,1.34635,246.70808,281.85981,247.86516,283.27767,313.05125,342.36328,30.2,-18.01838,4.43,177.67,0.495,0.11,0.49,89.88094,0.0,0.74,0.7,4723,0.217,-0.01,3.2,6.8,779.0,19.2407,49.9686,-26.67585,0.7552,1,3,0.369,0.903,-0.78595,-0.12,1.83,0.34,0.84494,0,1
3,2,3,1,3,4.21111,19.53,2.33,1.54,3.6,2.9,1.0168,0.73234,1.44381,240.03688,249.06239,251.92644,286.99752,317.7269,315.47758,30.2,-18.70316,4.43,177.67,0.495,0.11,0.49,89.88884,0.0,0.74,0.7,4723,0.217,-0.01,3.2,6.8,779.0,19.2407,49.9686,-27.08448,0.7552,1,2,0.369,0.903,-0.4899,-0.12,1.83,0.34,0.71107,0,1
3,6,3,2,3,8.88231,0.41,0.77,0.89,0.69,0.73,1.04015,1.04794,1.98822,242.48266,272.66666,257.95807,316.96905,293.35593,342.19634,0.4,-19.42215,1.47,4.05,0.0214,0.07,0.02,89.85066,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.64433,2.9156,7,2,0.019,0.051,-0.66637,-0.28,-0.86,0.45,0.73848,0,1
3,4,3,2,3,5.02768,2.73,1.4,0.99,1.39,1.4,1.23108,0.7952,1.44082,249.40981,235.55538,309.29736,285.79561,286.87324,340.4196,2.7,-16.99614,2.66,24.17,0.1212,0.0,0.12,89.94941,0.0,0.41,0.4,3497,0.02147,-0.1454,3.89778,15.3,55.52,22.3081,-9.6124,-26.50494,1.7588,4,1,0.12,0.311,-0.86178,-0.16,-0.12,0.5,0.73773,0,1
3,4,3,2,3,6.52493,4.29,1.59,1.07,1.7,1.64,1.30782,0.9374,2.44448,276.44267,265.31948,256.44669,284.93909,321.65382,345.6666,4.6,-19.04559,3.02,168.12,0.552,0.05,0.55,89.96102,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.64385,0.7665,5,2,0.522,1.246,-0.70077,-0.15,0.16,0.51,0.78728,0,1
3,2,3,1,3,5.55526,16.46,2.24,1.46,3.28,2.71,0.84115,1.14965,2.05308,245.76208,270.98888,264.84863,279.50151,288.23043,344.16474,24.1,-18.36249,4.26,32.94,0.1491,0.0,0.15,89.8788,0.0,0.41,0.39,3503,0.02055,0.09,3.89778,13.5,34.0,11.504,7.5884,-27.01988,1.394,1,2,0.117,0.304,-0.52589,-0.12,1.59,0.37,0.80399,0,1
3,2,3,2,3,4.96011,6.4,1.77,1.16,2.04,1.9,0.7214,1.48902,1.68968,245.90605,275.00347,304.04144,297.1445,322.46517,304.55715,7.4,-18.78242,3.36,24.33,0.129,0.09,0.13,89.95702,234.9,0.43,0.34,3371,0.01302,-0.1454,3.89778,10.9,11.69,4.8972,-17.7734,-26.86339,1.3905,2,2,0.093,0.244,-0.43697,-0.14,0.64,0.54,0.85945,0,1
3,2,3,1,3,5.43775,25.16,2.46,1.68,4.14,3.2,1.16871,1.2592,0.88397,259.9953,262.12578,237.57259,305.12724,293.34879,322.13081,42.3,-16.91367,4.68,184.77,0.6013,0.0,0.6,89.94734,0.0,0.85,0.78,5202,0.39972,-0.1454,3.31,14.8,618.0,19.4451,38.8749,-26.89477,0.6913,1,3,0.49,1.176,-0.68527,-0.11,2.09,0.31,0.78384,0,1
