P. Name,P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,270.0,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,290.0,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,303.0,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,306.0,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 3323 b,3.0,4.0,3.0,2.0,3.0,2.02,2.02,1.28,0.95,1.23,1.25,0.776563,1.207001,1.981179,239.2,264.3,302.3,276.0,301.2,339.1,1.9,-17.95,2.44,5.36,0.0328,0.23,0.03,89.8971428571429,0.0,0.16,0.12,3159.0,0.001265,-0.27,3.5237037037037,12.2,155.37033025740652,5.0326,-6.9461,-27.0,1.9856,2.0,1.0,0.029,0.077,-0.84,-0.16,-0.25,0.53,0.89,0.0,1.0
GJ 3323 b,3.0,4.0,3.0,2.0,3.0,2.02,2.02,1.28,0.95,1.23,1.25,0.776563,1.207001,1.981179,239.2,264.3,302.3,276.0,327.0,339.1,1.9,-17.95,2.44,5.36,0.0328,0.23,0.03,89.8971428571429,0.0,0.16,0.12,3159.0,0.001265,-0.27,3.5237037037037,12.2,155.37033025740652,5.0326,-6.9461,-27.0,1.9856,2.0,1.0,0.029,0.077,-0.84,-0.16,-0.25,0.53,0.89,0.0,1.0
GJ 3323 b,3.0,4.0,3.0,2.0,3.0,2.02,2.02,1.28,0.95,1.23,1.25,0.776563,1.207001,1.981179,239.2,264.3,302.3,276.0,299.0,339.1,1.9,-17.95,2.44,5.36,0.0328,0.23,0.03,89.8971428571429,0.0,0.16,0.12,3159.0,0.001265,-0.27,3.5237037037037,12.2,155.37033025740652,5.0326,-6.9461,-27.0,1.9856,2.0,1.0,0.029,0.077,-0.84,-0.16,-0.25,0.53,0.89,0.0,1.0
GJ 3323 b,3.0,4.0,3.0,2.0,3.0,2.02,2.02,1.28,0.95,1.23,1.25,0.776563,1.207001,1.981179,239.2,264.3,302.3,276.0,319.0,339.1,1.9,-17.95,2.44,5.36,0.0328,0.23,0.03,89.8971428571429,0.0,0.16,0.12,3159.0,0.001265,-0.27,3.5237037037037,12.2,155.37033025740652,5.0326,-6.9461,-27.0,1.9856,2.0,1.0,0.029,0.077,-0.84,-0.16,-0.25,0.53,0.89,0.0,1.0
GJ 3323 b,3.0,4.0,3.0,2.0,3.0,2.02,2.02,1.28,0.95,1.23,1.25,0.776563,1.207001,1.981179,239.2,264.3,302.3,276.0,309.0,339.1,1.9,-17.95,2.44,5.36,0.0328,0.23,0.03,89.8971428571429,0.0,0.16,0.12,3159.0,0.001265,-0.27,3.5237037037037,12.2,155.37033025740652,5.0326,-6.9461,-27.0,1.9856,2.0,1.0,0.029,0.077,-0.84,-0.16,-0.25,0.53,0.89,0.0,1.0
GJ 3323 b,3.0,4.0,3.0,2.0,3.0,2.02,2.02,1.28,0.95,1.23,1.25,0.776563,1.207001,1.981179,239.2,264.3,302.3,276.0,308.0,339.1,1.9,-17.95,2.44,5.36,0.0328,0.23,0.03,89.8971428571429,0.0,0.16,0.12,3159.0,0.001265,-0.27,3.5237037037037,12.2,155.37033025740652,5.0326,-6.9461,-27.0,1.9856,2.0,1.0,0.029,0.077,-0.84,-0.16,-0.25,0.53,0.89,0.0,1.0
K2-72 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,1.461332,1.461332,1.461333,280.1,280.1,280.1,318.4,318.4,318.4,2.7,-18.32,2.66,24.17,0.1212,0.0,0.12,89.8971428571429,0.0,0.41,0.4,3497.0,0.021468,-0.238157894736842,3.5237037037037,15.3,55.52,22.3081,-9.6124,-27.1,1.7588,4.0,1.0,0.12,0.311,-0.99,-0.16,-0.12,0.5,0.82,0.0,1.0
K2-72 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,1.461332,1.461332,1.461333,280.1,280.1,280.1,318.4,294.0,318.4,2.7,-18.32,2.66,24.17,0.1212,0.0,0.12,89.8971428571429,0.0,0.41,0.4,3497.0,0.021468,-0.238157894736842,3.5237037037037,15.3,55.52,22.3081,-9.6124,-27.1,1.7588,4.0,1.0,0.12,0.311,-0.99,-0.16,-0.12,0.5,0.82,0.0,1.0
K2-72 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,1.461332,1.461332,1.461333,280.1,280.1,280.1,318.4,297.0,318.4,2.7,-18.32,2.66,24.17,0.1212,0.0,0.12,89.8971428571429,0.0,0.41,0.4,3497.0,0.021468,-0.238157894736842,3.5237037037037,15.3,55.52,22.3081,-9.6124,-27.1,1.7588,4.0,1.0,0.12,0.311,-0.99,-0.16,-0.12,0.5,0.82,0.0,1.0
K2-72 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,1.461332,1.461332,1.461333,280.1,280.1,280.1,318.4,318.0,318.4,2.7,-18.32,2.66,24.17,0.1212,0.0,0.12,89.8971428571429,0.0,0.41,0.4,3497.0,0.021468,-0.238157894736842,3.5237037037037,15.3,55.52,22.3081,-9.6124,-27.1,1.7588,4.0,1.0,0.12,0.311,-0.99,-0.16,-0.12,0.5,0.82,0.0,1.0
K2-72 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,1.461332,1.461332,1.461333,280.1,280.1,280.1,318.4,283.0,318.4,2.7,-18.32,2.66,24.17,0.1212,0.0,0.12,89.8971428571429,0.0,0.41,0.4,3497.0,0.021468,-0.238157894736842,3.5237037037037,15.3,55.52,22.3081,-9.6124,-27.1,1.7588,4.0,1.0,0.12,0.311,-0.99,-0.16,-0.12,0.5,0.82,0.0,1.0
K2-72 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,1.461332,1.461332,1.461333,280.1,280.1,280.1,318.4,297.0,318.4,2.7,-18.32,2.66,24.17,0.1212,0.0,0.12,89.8971428571429,0.0,0.41,0.4,3497.0,0.021468,-0.238157894736842,3.5237037037037,15.3,55.52,22.3081,-9.6124,-27.1,1.7588,4.0,1.0,0.12,0.311,-0.99,-0.16,-0.12,0.5,0.82,0.0,1.0
Kepler-62 e,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.54,1.61,1.08,1.74,1.68,1.097676,1.097676,1.097677,260.8,260.8,260.8,301.6,301.6,301.6,4.9,-18.32,3.07,122.39,0.427,0.0,0.43,90.0,0.0,0.69,0.63,4869.0,0.200138,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.8,0.7863,5.0,2.0,0.353,0.857,-0.7,-0.15,0.28,0.56,0.83,0.0,1.0
Kepler-62 e,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.54,1.61,1.08,1.74,1.68,1.097676,1.097676,1.097677,260.8,260.8,260.8,301.6,272.0,301.6,4.9,-18.32,3.07,122.39,0.427,0.0,0.43,90.0,0.0,0.69,0.63,4869.0,0.200138,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.8,0.7863,5.0,2.0,0.353,0.857,-0.7,-0.15,0.28,0.56,0.83,0.0,1.0
Kepler-62 e,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.54,1.61,1.08,1.74,1.68,1.097676,1.097676,1.097677,260.8,260.8,260.8,301.6,331.0,301.6,4.9,-18.32,3.07,122.39,0.427,0.0,0.43,90.0,0.0,0.69,0.63,4869.0,0.200138,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.8,0.7863,5.0,2.0,0.353,0.857,-0.7,-0.15,0.28,0.56,0.83,0.0,1.0
Kepler-62 e,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.54,1.61,1.08,1.74,1.68,1.097676,1.097676,1.097677,260.8,260.8,260.8,301.6,311.0,301.6,4.9,-18.32,3.07,122.39,0.427,0.0,0.43,90.0,0.0,0.69,0.63,4869.0,0.200138,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.8,0.7863,5.0,2.0,0.353,0.857,-0.7,-0.15,0.28,0.56,0.83,0.0,1.0
Kepler-62 e,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.54,1.61,1.08,1.74,1.68,1.097676,1.097676,1.097677,260.8,260.8,260.8,301.6,316.0,301.6,4.9,-18.32,3.07,122.39,0.427,0.0,0.43,90.0,0.0,0.69,0.63,4869.0,0.200138,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.8,0.7863,5.0,2.0,0.353,0.857,-0.7,-0.15,0.28,0.56,0.83,0.0,1.0
Kepler-62 e,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.54,1.61,1.08,1.74,1.68,1.097676,1.097676,1.097677,260.8,260.8,260.8,301.6,308.0,301.6,4.9,-18.32,3.07,122.39,0.427,0.0,0.43,90.0,0.0,0.69,0.63,4869.0,0.200138,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.8,0.7863,5.0,2.0,0.353,0.857,-0.7,-0.15,0.28,0.56,0.83,0.0,1.0
Kepler-283 c,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.04,1.81,1.18,2.14,1.97,0.898436,0.8984361,0.8984361,248.0,248.0,248.0,291.1,291.1,291.1,8.3,-18.36,3.45,92.74,0.341,0.0,0.34,89.8971428571429,0.0,0.62,0.57,4351.0,0.104471,-0.26,3.5237037037037,11.8324915007285,534.0,19.5742,47.839,-26.6,0.8908,2.0,1.0,0.26,0.646,-0.58,-0.14,0.69,0.52,0.79,0.0,1.0
Kepler-283 c,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.04,1.81,1.18,2.14,1.97,0.898436,0.8984361,0.8984361,248.0,248.0,248.0,291.1,319.0,291.1,8.3,-18.36,3.45,92.74,0.341,0.0,0.34,89.8971428571429,0.0,0.62,0.57,4351.0,0.104471,-0.26,3.5237037037037,11.8324915007285,534.0,19.5742,47.839,-26.6,0.8908,2.0,1.0,0.26,0.646,-0.58,-0.14,0.69,0.52,0.79,0.0,1.0
Kepler-283 c,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.04,1.81,1.18,2.14,1.97,0.898436,0.8984361,0.8984361,248.0,248.0,248.0,291.1,314.0,291.1,8.3,-18.36,3.45,92.74,0.341,0.0,0.34,89.8971428571429,0.0,0.62,0.57,4351.0,0.104471,-0.26,3.5237037037037,11.8324915007285,534.0,19.5742,47.839,-26.6,0.8908,2.0,1.0,0.26,0.646,-0.58,-0.14,0.69,0.52,0.79,0.0,1.0
Kepler-283 c,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.04,1.81,1.18,2.14,1.97,0.898436,0.8984361,0.8984361,248.0,248.0,248.0,291.1,346.0,291.1,8.3,-18.36,3.45,92.74,0.341,0.0,0.34,89.8971428571429,0.0,0.62,0.57,4351.0,0.104471,-0.26,3.5237037037037,11.8324915007285,534.0,19.5742,47.839,-26.6,0.8908,2.0,1.0,0.26,0.646,-0.58,-0.14,0.69,0.52,0.79,0.0,1.0
Kepler-283 c,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.04,1.81,1.18,2.14,1.97,0.898436,0.8984361,0.8984361,248.0,248.0,248.0,291.1,333.0,291.1,8.3,-18.36,3.45,92.74,0.341,0.0,0.34,89.8971428571429,0.0,0.62,0.57,4351.0,0.104471,-0.26,3.5237037037037,11.8324915007285,534.0,19.5742,47.839,-26.6,0.8908,2.0,1.0,0.26,0.646,-0.58,-0.14,0.69,0.52,0.79,0.0,1.0
Kepler-283 c,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.04,1.81,1.18,2.14,1.97,0.898436,0.8984361,0.8984361,248.0,248.0,248.0,291.1,304.0,291.1,8.3,-18.36,3.45,92.74,0.341,0.0,0.34,89.8971428571429,0.0,0.62,0.57,4351.0,0.104471,-0.26,3.5237037037037,11.8324915007285,534.0,19.5742,47.839,-26.6,0.8908,2.0,1.0,0.26,0.646,-0.58,-0.14,0.69,0.52,0.79,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,306.6,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,305.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,305.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,295.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,307.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,307.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,310.6,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,318.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,304.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,307.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,315.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,339.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,316.1,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,311.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,304.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,316.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,305.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,314.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,302.5,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,314.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,325.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,337.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,318.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,288.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,317.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,301.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,306.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,312.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
